local,preco,metragem,quartos,garagens,banheiros,bairro
"Pinheirinho, Curitiba",500000,111.0,3.0,2.0,2.0,55
"Umbará, Curitiba",315000,70.0,3.0,2.0,1.0,76
"Campo Comprido, Curitiba",1950000,300.0,4.0,4.0,6.0,23
"Sitio Cercado, Curitiba",460000,92.0,3.0,1.0,1.0,70
"Ahú, Curitiba",598000,132.0,4.0,2.0,3.0,2
"Capão Raso, Curitiba",1490000,354.0,4.0,8.0,4.0,26
"Bairro Alto, Curitiba",580000,116.0,3.0,2.0,5.0,10
"Vista Alegre, Curitiba",2245000,235.0,3.0,3.0,5.0,78
"Fazendinha, Curitiba",750000,130.0,3.0,4.0,2.0,37
"Santa Felicidade, Curitiba",680000,145.0,3.0,4.0,3.0,61
"Santo Inácio, Curitiba",1439424,240.0,3.0,3.0,5.0,63
"São Braz, Curitiba",3199000,308.0,3.0,,,64
"Santa Felicidade, Curitiba",4185000,375.0,4.0,2.0,6.0,61
"Jardim das Américas, Curitiba",3500000,494.0,4.0,4.0,5.0,45
"Santa Felicidade, Curitiba",690000,120.0,3.0,1.0,2.0,61
"Boqueirão, Curitiba",499000,120.0,3.0,2.0,3.0,17
"Umbará, Curitiba",530000,196.0,4.0,4.0,3.0,76
"Santa Felicidade, Curitiba",660000,158.0,3.0,3.0,3.0,61
"Campo Comprido, Curitiba",7800000,737.0,5.0,4.0,7.0,23
"Santa Cândida, Curitiba",900000,125.0,3.0,2.0,3.0,60
"Cascatinha, Curitiba",2442692,257.0,3.0,3.0,3.0,27
"Uberaba, Curitiba",4990000,350.0,4.0,4.0,6.0,75
"Jardim das Américas, Curitiba",545000,153.0,3.0,1.0,3.0,45
"Lindóia, Curitiba",550000,100.0,3.0,2.0,3.0,48
"Cidade Industrial, Curitiba",270000,70.0,2.0,2.0,2.0,33
"Umbará, Curitiba",399900,106.0,3.0,2.0,2.0,76
"Pilarzinho, Curitiba",715000,180.0,3.0,3.0,3.0,54
"Mossunguê, Curitiba",1200000,230.0,3.0,3.0,4.0,50
"São Braz, Curitiba",2290000,253.0,4.0,2.0,6.0,64
"Pilarzinho, Curitiba",780000,142.0,3.0,2.0,2.0,54
"Bairro Alto, Curitiba",580000,150.0,3.0,2.0,3.0,10
"Campo Comprido, Curitiba",7800000,600.0,5.0,4.0,6.0,23
"Ecoville, Curitiba",7800000,489.0,4.0,5.0,6.0,35
"Santa Cândida, Curitiba",1245000,212.0,3.0,2.0,3.0,60
"Boa Vista, Curitiba",889000,183.0,3.0,4.0,4.0,15
"Tingui, Curitiba",1360000,268.0,3.0,3.0,4.0,74
"São Braz, Curitiba",1500000,280.0,4.0,3.0,4.0,64
"Boa Vista, Curitiba",980000,129.0,4.0,2.0,3.0,15
"Tatuquara, Curitiba",284000,80.0,2.0,2.0,1.0,73
"Santa Felicidade, Curitiba",1128000,210.0,4.0,4.0,5.0,61
"Xaxim, Curitiba",315000,60.0,2.0,2.0,1.0,79
"Boqueirão, Curitiba",600000,118.0,3.0,2.0,2.0,17
"Tatuquara, Curitiba",195000,48.0,3.0,1.0,1.0,73
"Jardim Social, Curitiba",1050000,203.0,3.0,2.0,3.0,44
"Uberaba, Curitiba",699000,126.0,,,,75
"Bom Retiro, Curitiba",760000,122.0,3.0,2.0,3.0,16
"Jardim das Américas, Curitiba",750000,207.0,4.0,2.0,4.0,45
"Campo Comprido, Curitiba",1690000,352.0,4.0,5.0,5.0,23
"Butiatuvinha, Curitiba",2980000,307.0,3.0,2.0,4.0,18
"Santa Felicidade, Curitiba",4394000,342.0,4.0,4.0,5.0,61
"Umbará, Curitiba",649000,180.0,3.0,2.0,2.0,76
"Uberaba, Curitiba",619000,108.0,3.0,2.0,2.0,75
"Atuba, Curitiba",1050000,202.0,3.0,3.0,4.0,7
"Campo Comprido, Curitiba",3990000,484.0,4.0,6.0,8.0,23
"São Lourenço, Curitiba",1899000,331.0,5.0,5.0,5.0,67
"Santa Quitéria, Curitiba",1490000,240.0,3.0,2.0,4.0,62
"Uberaba, Curitiba",745000,149.0,3.0,2.0,3.0,75
"Pilarzinho, Curitiba",899000,236.0,4.0,4.0,4.0,54
"Xaxim, Curitiba",599900,110.0,3.0,2.0,1.0,79
"Capão Raso, Curitiba",1600000,400.0,5.0,6.0,4.0,26
"Xaxim, Curitiba",660000,140.0,4.0,2.0,2.0,79
"Abranches, Curitiba",1200000,236.0,3.0,,,0
"São Lourenço, Curitiba",4970000,680.0,,,,67
"Uberaba, Curitiba",610000,122.0,3.0,2.0,4.0,75
"Mercês, Curitiba",1595000,253.0,3.0,,4.0,49
"Xaxim, Curitiba",1499000,320.0,3.0,4.0,4.0,79
"Uberaba, Curitiba",990000,260.0,4.0,3.0,2.0,75
"Sitio Cercado, Curitiba",470000,82.0,3.0,1.0,3.0,70
"Portão, Curitiba",870000,176.0,3.0,4.0,1.0,56
"Pinheirinho, Curitiba",1073000,230.0,3.0,3.0,2.0,55
"Santa Felicidade, Curitiba",1200000,200.0,4.0,2.0,4.0,61
"Campo Comprido, Curitiba",3180000,473.0,4.0,4.0,6.0,23
"Cascatinha, Curitiba",3319000,311.0,3.0,3.0,5.0,27
"Pinheirinho, Curitiba",770000,166.0,4.0,2.0,4.0,55
"Alto Boqueirão, Curitiba",340000,70.0,3.0,2.0,2.0,3
"Jardim das Américas, Curitiba",744900,149.0,3.0,2.0,4.0,45
"Mercês, Curitiba",1068000,267.0,3.0,3.0,5.0,49
"Ecoville, Curitiba",6800000,722.0,4.0,9.0,6.0,35
"Ahú, Curitiba",598900,132.0,3.0,2.0,2.0,2
"Campo Comprido, Curitiba",1437000,316.0,4.0,4.0,5.0,23
"Umbará, Curitiba",2498000,273.0,3.0,2.0,5.0,76
"Pinheirinho, Curitiba",500000,113.0,3.0,2.0,2.0,55
"Sitio Cercado, Curitiba",299000,80.0,3.0,2.0,2.0,70
"Boa Vista, Curitiba",1000000,227.0,3.0,2.0,3.0,15
"Pinheirinho, Curitiba",495000,82.0,3.0,2.0,1.0,55
"Sitio Cercado, Curitiba",420000,82.0,3.0,1.0,3.0,70
"Campo Comprido, Curitiba",1390000,210.0,3.0,4.0,5.0,23
"Santa Felicidade, Curitiba",4500000,430.0,4.0,6.0,4.0,61
"Campo Comprido, Curitiba",680000,110.0,3.0,1.0,2.0,23
"Santa Felicidade, Curitiba",635000,103.0,3.0,1.0,3.0,61
"Santa Felicidade, Curitiba",1790000,337.0,5.0,4.0,5.0,61
"Boqueirão, Curitiba",815000,143.0,3.0,2.0,3.0,17
"Água Verde, Curitiba",840000,188.0,3.0,4.0,4.0,1
"Uberaba, Curitiba",650000,126.0,3.0,2.0,3.0,75
"Santo Inácio, Curitiba",699000,141.0,3.0,2.0,3.0,63
"Campo de Santana, Curitiba",167000,40.0,2.0,1.0,1.0,24
"Santa Felicidade, Curitiba",960000,145.0,3.0,2.0,4.0,61
"Cajuru, Curitiba",569000,126.0,3.0,2.0,4.0,21
"Santa Felicidade, Curitiba",1950000,315.0,4.0,5.0,4.0,61
"São Braz, Curitiba",1750001,260.0,4.0,5.0,5.0,64
"São Lourenço, Curitiba",690000,133.0,2.0,2.0,3.0,67
"Uberaba, Curitiba",494900,87.0,3.0,1.0,3.0,75
"Uberaba, Curitiba",570000,139.0,3.0,2.0,3.0,75
"Santa Felicidade, Curitiba",2950000,468.0,3.0,4.0,4.0,61
"Uberaba, Curitiba",446250,90.0,2.0,2.0,2.0,75
"Jardim Social, Curitiba",3100000,460.0,5.0,4.0,7.0,44
"Campo Comprido, Curitiba",1050000,220.0,3.0,3.0,4.0,23
"Campo Comprido, Curitiba",2980000,358.0,4.0,6.0,6.0,23
"Sitio Cercado, Curitiba",350000,85.0,3.0,2.0,2.0,70
"Hauer, Curitiba",599000,122.0,3.0,2.0,3.0,41
"Bacacheri, Curitiba",1280000,240.0,3.0,2.0,2.0,9
"Jardim das Américas, Curitiba",599000,172.0,4.0,2.0,3.0,45
"Campo Comprido, Curitiba",3987000,565.0,5.0,4.0,5.0,23
"Cajuru, Curitiba",529000,143.0,3.0,2.0,2.0,21
"Umbará, Curitiba",460000,92.0,4.0,4.0,2.0,76
"Jardim Social, Curitiba",1300000,254.0,5.0,3.0,5.0,44
"Santa Felicidade, Curitiba",3800000,371.0,4.0,4.0,6.0,61
"Xaxim, Curitiba",680000,102.0,3.0,2.0,2.0,79
"Jardim das Américas, Curitiba",890000,170.0,3.0,2.0,3.0,45
"Abranches, Curitiba",580000,93.0,3.0,1.0,1.0,0
"Campo Comprido, Curitiba",1690000,352.0,4.0,2.0,4.0,23
"Abranches, Curitiba",1060985,158.0,3.0,2.0,2.0,0
"Uberaba, Curitiba",650000,127.0,3.0,2.0,3.0,75
"Vista Alegre, Curitiba",899000,196.0,3.0,2.0,4.0,78
"Rebouças, Curitiba",530000,43.0,1.0,4.0,1.0,58
"Boa Vista, Curitiba",2050000,223.0,5.0,3.0,4.0,15
"Parolin, Curitiba",1800000,411.0,3.0,4.0,4.0,53
"Sitio Cercado, Curitiba",350000,80.0,3.0,2.0,1.0,70
"Campo Comprido, Curitiba",6600000,480.0,4.0,4.0,6.0,23
"Boa Vista, Curitiba",950000,140.0,3.0,2.0,3.0,15
"Boa Vista, Curitiba",2299000,223.0,5.0,5.0,4.0,15
"Santa Felicidade, Curitiba",2990000,698.0,5.0,7.0,6.0,61
"Bairro Alto, Curitiba",320000,50.0,2.0,4.0,1.0,10
"São Lourenço, Curitiba",5600000,670.0,5.0,12.0,9.0,67
"Bacacheri, Curitiba",930000,183.0,4.0,4.0,4.0,9
"Cajuru, Curitiba",500000,97.0,3.0,2.0,2.0,21
"CIC, Curitiba",290000,77.0,2.0,2.0,2.0,-1
"Boa Vista, Curitiba",2300000,270.0,4.0,3.0,4.0,15
"Capão Raso, Curitiba",780000,173.0,3.0,2.0,3.0,26
"Campo Comprido, Curitiba",750000,146.0,3.0,2.0,2.0,23
"Jardim Botânico, Curitiba",1100000,192.0,3.0,,6.0,43
"Santo Inácio, Curitiba",1699000,263.0,3.0,5.0,6.0,63
"Xaxim, Curitiba",600000,147.0,3.0,2.0,2.0,79
"Sitio Cercado, Curitiba",499900,92.0,3.0,2.0,3.0,70
"Uberaba, Curitiba",549999,107.0,3.0,2.0,3.0,75
"Campo Comprido, Curitiba",3990000,538.0,4.0,9.0,6.0,23
"Campo Comprido, Curitiba",669000,109.0,3.0,2.0,3.0,23
"Cascatinha, Curitiba",670000,135.0,3.0,2.0,2.0,27
"Boa Vista, Curitiba",750000,143.0,3.0,2.0,2.0,15
"Pinheirinho, Curitiba",349000,69.0,2.0,2.0,1.0,55
"Boqueirão, Curitiba",615000,142.0,3.0,2.0,3.0,17
"Cidade Industrial, Curitiba",270000,75.0,2.0,2.0,2.0,33
"Ecoville, Curitiba",4500000,430.0,3.0,4.0,6.0,35
"Umbará, Curitiba",698000,147.0,4.0,2.0,3.0,76
"São Braz, Curitiba",2400000,346.0,4.0,4.0,6.0,64
"Ecoville, Curitiba",4400000,430.0,3.0,4.0,6.0,35
"Jardim das Américas, Curitiba",795000,186.0,3.0,4.0,3.0,45
"Campo Comprido, Curitiba",4990000,680.0,5.0,,,23
"Uberaba, Curitiba",549000,107.0,3.0,2.0,3.0,75
"Seminário, Curitiba",1285000,235.0,3.0,3.0,5.0,69
"Uberaba, Curitiba",749000,141.0,4.0,2.0,4.0,75
"Boa Vista, Curitiba",590000,112.0,3.0,2.0,3.0,15
"São Braz, Curitiba",5700000,531.0,4.0,6.0,6.0,64
"Sitio Cercado, Curitiba",545000,115.0,3.0,2.0,2.0,70
"Capão Raso, Curitiba",1690000,260.0,4.0,4.0,4.0,26
"Sitio Cercado, Curitiba",325000,80.0,2.0,2.0,2.0,70
"Abranches, Curitiba",799000,202.0,3.0,4.0,3.0,0
"Pinheirinho, Curitiba",1050000,198.0,4.0,2.0,3.0,55
"Jardim Social, Curitiba",1998000,830.0,4.0,10.0,4.0,44
"Campo Comprido, Curitiba",1387000,310.0,3.0,2.0,3.0,23
"Bacacheri, Curitiba",2600000,673.0,5.0,6.0,7.0,9
"Capão Raso, Curitiba",590000,116.0,3.0,2.0,2.0,26
"Capão Raso, Curitiba",1390000,300.0,5.0,4.0,6.0,26
"Xaxim, Curitiba",840000,290.0,4.0,3.0,3.0,79
"Campo Comprido, Curitiba",1300000,230.0,3.0,2.0,4.0,23
"Butiatuvinha, Curitiba",4185000,375.0,4.0,2.0,6.0,18
"Ganchinho, Curitiba",295000,93.0,3.0,2.0,2.0,38
"Campo Comprido, Curitiba",20000000,727.0,4.0,4.0,8.0,23
"Campo Comprido, Curitiba",930300,209.0,3.0,2.0,2.0,23
"Alto Boqueirão, Curitiba",411400,88.0,3.0,2.0,2.0,3
"Santa Cândida, Curitiba",1300000,227.0,3.0,3.0,5.0,60
"Santa Felicidade, Curitiba",1480000,220.0,4.0,4.0,3.0,61
"Boqueirão, Curitiba",1100000,370.0,5.0,3.0,4.0,17
"Santa Cândida, Curitiba",450000,120.0,3.0,2.0,3.0,60
"Campo de Santana, Curitiba",240000,70.0,2.0,1.0,2.0,24
"Santa Felicidade, Curitiba",2980000,375.0,4.0,4.0,4.0,61
"Santa Cândida, Curitiba",450000,172.0,3.0,,3.0,60
"Água Verde, Curitiba",1173596,161.0,3.0,2.0,4.0,1
"Santa Felicidade, Curitiba",2390000,388.0,4.0,4.0,5.0,61
"Santo Inácio, Curitiba",1615500,275.0,3.0,,4.0,63
"Bom Retiro, Curitiba",860000,177.0,3.0,2.0,3.0,16
"Campo Comprido, Curitiba",6500000,722.0,4.0,4.0,7.0,23
"Guaíra, Curitiba",735000,121.0,3.0,3.0,3.0,40
"Xaxim, Curitiba",680000,108.0,3.0,2.0,2.0,79
"Hauer, Curitiba",599000,150.0,3.0,2.0,2.0,41
"São João, Curitiba",5300000,527.0,6.0,4.0,7.0,66
"Campo de Santana, Curitiba",275000,81.0,2.0,1.0,2.0,24
"Mercês, Curitiba",1595000,225.0,3.0,2.0,4.0,49
"Santa Felicidade, Curitiba",1390000,408.0,3.0,5.0,5.0,61
"Cidade Industrial, Curitiba",4500000,430.0,3.0,4.0,6.0,33
"Orleans, Curitiba",1400000,210.0,4.0,5.0,4.0,52
"Xaxim, Curitiba",649000,165.0,3.0,,3.0,79
"Mercês, Curitiba",1349000,211.0,3.0,3.0,5.0,49
"Cascatinha, Curitiba",790000,136.0,3.0,2.0,4.0,27
"São Lourenço, Curitiba",649000,123.0,3.0,2.0,3.0,67
"Cidade Industrial, Curitiba",695000,280.0,4.0,2.0,4.0,33
"Santa Felicidade, Curitiba",2189900,290.0,4.0,4.0,6.0,61
"Cajuru, Curitiba",599000,120.0,3.0,1.0,3.0,21
"Bairro Alto, Curitiba",1499000,212.0,3.0,2.0,4.0,10
"Campo Comprido, Curitiba",1387000,315.0,3.0,3.0,4.0,23
"Jardim das Américas, Curitiba",669000,171.0,4.0,2.0,4.0,45
"Umbará, Curitiba",345000,85.0,3.0,2.0,2.0,76
"Ecoville, Curitiba",861000,193.0,2.0,2.0,2.0,35
"Barreirinha, Curitiba",589000,136.0,3.0,3.0,3.0,12
"Bigorrilho, Curitiba",1500000,300.0,4.0,4.0,6.0,14
"Santa Felicidade, Curitiba",990000,165.0,4.0,2.0,4.0,61
"Campo Comprido, Curitiba",1690000,352.0,4.0,3.0,2.0,23
"Jardim Social, Curitiba",1580000,481.0,4.0,6.0,6.0,44
"Campo de Santana, Curitiba",225000,68.0,2.0,1.0,2.0,24
"Água Verde, Curitiba",1350000,420.0,6.0,4.0,7.0,1
"Uberaba, Curitiba",2350000,500.0,5.0,7.0,5.0,75
"Hugo Lange, Curitiba",1490000,267.0,3.0,4.0,5.0,42
"Xaxim, Curitiba",460000,93.0,3.0,4.0,3.0,79
"Cidade Industrial, Curitiba",230000,59.0,2.0,1.0,1.0,33
"Santa Felicidade, Curitiba",1950000,315.0,4.0,4.0,5.0,61
"Santa Felicidade, Curitiba",3141000,256.0,3.0,6.0,5.0,61
"Campina do Siqueira, Curitiba",1200000,212.0,4.0,4.0,5.0,22
"Campo Comprido, Curitiba",759900,145.0,3.0,2.0,4.0,23
"São Braz, Curitiba",647000,144.0,4.0,2.0,2.0,64
"Jardim das Américas, Curitiba",890000,242.0,4.0,4.0,5.0,45
"Rebouças, Curitiba",1020000,306.0,3.0,2.0,4.0,58
"Boa Vista, Curitiba",1190000,225.0,3.0,3.0,4.0,15
"Tatuquara, Curitiba",364999,80.0,3.0,2.0,2.0,73
"CIC, Curitiba",250000,70.0,2.0,2.0,1.0,-1
"Uberaba, Curitiba",990000,190.0,3.0,3.0,3.0,75
"Parolin, Curitiba",599900,154.0,3.0,2.0,3.0,53
"Uberaba, Curitiba",795000,141.0,3.0,3.0,4.0,75
"Novo Mundo, Curitiba",769000,147.0,3.0,2.0,3.0,51
"Portão, Curitiba",880000,171.0,3.0,4.0,3.0,56
"Cascatinha, Curitiba",2190000,250.0,4.0,4.0,6.0,27
"São João, Curitiba",14500000,1420.0,4.0,4.0,8.0,66
"Mossunguê, Curitiba",5750000,665.0,4.0,9.0,6.0,50
"Campo Comprido, Curitiba",495000,135.0,3.0,3.0,2.0,23
"Alto Boqueirão, Curitiba",495000,137.0,3.0,3.0,2.0,3
"Cascatinha, Curitiba",1650000,456.0,5.0,7.0,7.0,27
"Alto Boqueirão, Curitiba",309000,55.0,3.0,2.0,1.0,3
"Santa Cândida, Curitiba",899000,130.0,3.0,2.0,3.0,60
"Campo Comprido, Curitiba",3200000,335.0,4.0,3.0,6.0,23
"Hauer, Curitiba",739000,173.0,3.0,2.0,3.0,41
"Campo Comprido, Curitiba",3989000,538.0,4.0,9.0,5.0,23
"Jardim das Américas, Curitiba",790000,179.0,3.0,2.0,5.0,45
"Pilarzinho, Curitiba",1900000,397.0,4.0,3.0,5.0,54
"Portão, Curitiba",880000,195.0,3.0,3.0,3.0,56
"Umbará, Curitiba",460000,106.0,3.0,1.0,1.0,76
"Santa Felicidade, Curitiba",2499000,253.0,3.0,4.0,5.0,61
"Jardim das Américas, Curitiba",650000,144.0,3.0,2.0,3.0,45
"Xaxim, Curitiba",430000,91.0,3.0,2.0,2.0,79
"Cidade Industrial, Curitiba",700000,195.0,3.0,2.0,2.0,33
"Vista Alegre, Curitiba",899000,196.0,3.0,2.0,2.0,78
"Cajuru, Curitiba",349000,84.0,3.0,4.0,2.0,21
"Boqueirão, Curitiba",1570000,398.0,4.0,5.0,2.0,17
"Umbará, Curitiba",460000,106.0,3.0,2.0,1.0,76
"Uberaba, Curitiba",475000,103.0,3.0,2.0,3.0,75
"Jardim Social, Curitiba",1690000,500.0,4.0,3.0,6.0,44
"Umbará, Curitiba",750000,135.0,3.0,2.0,2.0,76
"Uberaba, Curitiba",399000,126.0,3.0,2.0,2.0,75
"Uberaba, Curitiba",460000,85.0,3.0,1.0,2.0,75
"Rebouças, Curitiba",2990000,550.0,5.0,,,58
"Sitio Cercado, Curitiba",420000,108.0,3.0,1.0,2.0,70
"Boa Vista, Curitiba",649000,129.0,3.0,2.0,3.0,15
"Santo Inácio, Curitiba",1699000,253.0,3.0,3.0,6.0,63
"Seminário, Curitiba",1545000,138.0,3.0,2.0,4.0,69
"Alto Boqueirão, Curitiba",310000,64.0,2.0,1.0,2.0,3
"Atuba, Curitiba",530000,160.0,3.0,2.0,2.0,7
"Mossunguê, Curitiba",5729000,730.0,4.0,8.0,7.0,50
"Seminário, Curitiba",6100000,616.0,3.0,4.0,5.0,69
"Vista Alegre, Curitiba",2050000,231.0,3.0,3.0,5.0,78
"Campo Comprido, Curitiba",760000,145.0,3.0,1.0,4.0,23
"Santa Felicidade, Curitiba",1535000,298.0,4.0,4.0,4.0,61
"Bom Retiro, Curitiba",983200,165.0,3.0,1.0,4.0,16
"Jardim das Américas, Curitiba",1150000,154.0,3.0,6.0,4.0,45
"Parque Tanguá, Curitiba",4750000,378.0,4.0,11.0,6.0,-1
"Mossunguê, Curitiba",2850000,336.0,4.0,4.0,6.0,50
"Ecoville, Curitiba",1390000,201.0,3.0,4.0,4.0,35
"Cajuru, Curitiba",649000,180.0,3.0,2.0,3.0,21
"Fazendinha, Curitiba",480000,96.0,3.0,2.0,3.0,37
"Boqueirão, Curitiba",599000,134.0,3.0,2.0,3.0,17
"Atuba, Curitiba",523950,105.0,3.0,1.0,2.0,7
"Parque Tanguá, Curitiba",2200000,270.0,3.0,3.0,3.0,-1
"Seminário, Curitiba",1199000,202.0,3.0,2.0,3.0,69
"Pilarzinho, Curitiba",600000,146.0,3.0,2.0,3.0,54
"Vista Alegre, Curitiba",950000,167.0,3.0,2.0,3.0,78
"Cidade Industrial, Curitiba",285000,120.0,3.0,2.0,1.0,33
"Xaxim, Curitiba",1430000,327.0,4.0,4.0,4.0,79
"Guabirotuba, Curitiba",490000,93.0,3.0,2.0,3.0,39
"Xaxim, Curitiba",659000,137.0,3.0,2.0,2.0,79
"Uberaba, Curitiba",6500000,535.0,5.0,6.0,8.0,75
"Campo Comprido, Curitiba",689000,110.0,3.0,2.0,3.0,23
"Mossunguê, Curitiba",2998190,460.0,5.0,4.0,5.0,50
"Santa Felicidade, Curitiba",857890,183.0,3.0,2.0,3.0,61
"Sitio Cercado, Curitiba",349000,80.0,2.0,2.0,1.0,70
"Jardim Social, Curitiba",3950000,694.0,4.0,10.0,10.0,44
"Boa Vista, Curitiba",655000,109.0,3.0,2.0,3.0,15
"Santa Felicidade, Curitiba",680000,161.0,3.0,2.0,3.0,61
"Ecoville, Curitiba",930300,209.0,2.0,2.0,2.0,35
"São Lourenço, Curitiba",1900000,220.0,4.0,4.0,5.0,67
"Cidade Industrial, Curitiba",280000,70.0,2.0,2.0,2.0,33
"Água Verde, Curitiba",1180000,221.0,4.0,4.0,3.0,1
"Santa Felicidade, Curitiba",1500000,280.0,4.0,3.0,4.0,61
"Mercês, Curitiba",1595000,210.0,3.0,2.0,4.0,49
"Portão, Curitiba",775000,117.0,3.0,2.0,3.0,56
"Jardim das Américas, Curitiba",759000,125.0,3.0,2.0,3.0,45
"São Lourenço, Curitiba",11800000,700.0,4.0,,4.0,67
"Umbará, Curitiba",580000,164.0,4.0,2.0,2.0,76
"Cajuru, Curitiba",500000,108.0,3.0,2.0,3.0,21
"Cachoeira, Curitiba",1999999,900.0,5.0,8.0,5.0,20
"Uberaba, Curitiba",650000,160.0,3.0,2.0,3.0,75
"Santa Felicidade, Curitiba",3924000,306.0,4.0,4.0,5.0,61
"Hauer, Curitiba",755000,173.0,4.0,2.0,3.0,41
"Butiatuvinha, Curitiba",3150000,278.0,4.0,4.0,4.0,18
"Umbará, Curitiba",340000,60.0,2.0,2.0,1.0,76
"Bairro Alto, Curitiba",580000,110.0,3.0,3.0,3.0,10
"Uberaba, Curitiba",2940000,325.0,3.0,4.0,4.0,75
"Campo Comprido, Curitiba",7800000,737.0,5.0,4.0,6.0,23
"Uberaba, Curitiba",770000,141.0,3.0,2.0,4.0,75
"Cajuru, Curitiba",795000,172.0,3.0,4.0,2.0,21
"Umbará, Curitiba",1650000,347.0,3.0,8.0,3.0,76
"Cajuru, Curitiba",390000,80.0,3.0,1.0,3.0,21
"Bom Retiro, Curitiba",954000,163.0,3.0,2.0,4.0,16
"Barreirinha, Curitiba",1200000,184.0,3.0,2.0,4.0,12
"Sitio Cercado, Curitiba",419900,110.0,2.0,3.0,2.0,70
"Santa Felicidade, Curitiba",3980000,370.0,4.0,4.0,6.0,61
"Fazendinha, Curitiba",255000,60.0,2.0,2.0,1.0,37
"Bairro Alto, Curitiba",579999,116.0,3.0,2.0,5.0,10
"Atuba, Curitiba",2499999,336.0,4.0,6.0,4.0,7
"Uberaba, Curitiba",786860,206.0,4.0,3.0,3.0,75
"São Lourenço, Curitiba",1900000,219.0,4.0,2.0,5.0,67
"Tarumã, Curitiba",1298000,191.0,3.0,2.0,3.0,72
"Santa Felicidade, Curitiba",3500000,371.0,4.0,3.0,6.0,61
"Ecoville, Curitiba",850000,153.0,3.0,2.0,3.0,35
"Jardim Social, Curitiba",3700000,550.0,4.0,4.0,7.0,44
"Ganchinho, Curitiba",220000,40.0,2.0,2.0,1.0,38
"Água Verde, Curitiba",1024000,146.0,3.0,2.0,5.0,1
"São Lourenço, Curitiba",5600000,670.0,5.0,4.0,7.0,67
"Santa Felicidade, Curitiba",1549000,298.0,4.0,2.0,4.0,61
"Portão, Curitiba",1300000,193.0,3.0,3.0,3.0,56
"Xaxim, Curitiba",649000,132.0,3.0,2.0,2.0,79
"Abranches, Curitiba",1290000,249.0,3.0,3.0,3.0,0
"Santa Quitéria, Curitiba",2849000,390.0,4.0,4.0,6.0,62
"Lindóia, Curitiba",550000,89.0,3.0,1.0,3.0,48
"Água Verde, Curitiba",1197320,253.0,3.0,1.0,5.0,1
"Jardim das Américas, Curitiba",949990,287.0,4.0,2.0,3.0,45
"Boqueirão, Curitiba",1080000,271.0,,,,17
"Boa Vista, Curitiba",850000,126.0,3.0,2.0,3.0,15
"Atuba, Curitiba",850000,169.0,3.0,2.0,2.0,7
"Santa Cândida, Curitiba",786456,112.0,3.0,1.0,4.0,60
"Bairro Alto, Curitiba",490000,91.0,3.0,2.0,2.0,10
"São Braz, Curitiba",3480000,290.0,4.0,2.0,5.0,64
"Lindóia, Curitiba",671000,172.0,4.0,2.0,3.0,48
"Vista Alegre, Curitiba",700000,330.0,4.0,,3.0,78
"Campo Comprido, Curitiba",1189900,180.0,3.0,2.0,4.0,23
"Capão Raso, Curitiba",659999,164.0,3.0,2.0,2.0,26
"Capão Raso, Curitiba",690000,122.0,3.0,3.0,4.0,26
"Santa Felicidade, Curitiba",2000000,410.0,5.0,11.0,8.0,61
"Uberaba, Curitiba",875000,159.0,3.0,2.0,3.0,75
"Seminário, Curitiba",5500000,635.0,3.0,8.0,6.0,69
"Barreirinha, Curitiba",649990,148.0,3.0,2.0,3.0,12
"Xaxim, Curitiba",850000,150.0,3.0,2.0,3.0,79
"Sitio Cercado, Curitiba",550000,125.0,3.0,3.0,3.0,70
"Uberaba, Curitiba",490000,120.0,3.0,2.0,3.0,75
"Uberaba, Curitiba",650000,126.0,3.0,1.0,2.0,75
"Uberaba, Curitiba",398000,194.0,2.0,,2.0,75
"Boa Vista, Curitiba",639000,103.0,3.0,2.0,3.0,15
"Abranches, Curitiba",900000,184.0,3.0,2.0,4.0,0
"Santa Felicidade, Curitiba",1790000,298.0,4.0,2.0,6.0,61
"São João, Curitiba",2960000,700.0,5.0,5.0,6.0,66
"Tingui, Curitiba",1319999,133.0,4.0,5.0,5.0,74
"Boa Vista, Curitiba",590000,132.0,3.0,2.0,3.0,15
"Fanny, Curitiba",990000,170.0,3.0,2.0,1.0,36
"Jardim das Américas, Curitiba",1390000,198.0,3.0,2.0,4.0,45
"Campo Comprido, Curitiba",8900000,985.0,4.0,6.0,9.0,23
"Tingui, Curitiba",1290000,266.0,4.0,4.0,4.0,74
"Ecoville, Curitiba",7800000,737.0,5.0,4.0,6.0,35
"Vila Izabel, Curitiba",1450000,337.0,3.0,12.0,4.0,77
"Bom Retiro, Curitiba",947000,163.0,4.0,2.0,4.0,16
"Campo de Santana, Curitiba",265000,65.0,2.0,2.0,1.0,24
"Abranches, Curitiba",870000,270.0,5.0,3.0,5.0,0
"Cidade Industrial, Curitiba",650000,103.0,3.0,2.0,2.0,33
"Santa Cândida, Curitiba",490000,88.0,3.0,2.0,3.0,60
"Campo Comprido, Curitiba",3000000,382.0,4.0,9.0,5.0,23
"Barreirinha, Curitiba",570000,121.0,3.0,2.0,2.0,12
"Orleans, Curitiba",1890000,306.0,3.0,4.0,4.0,52
"Santo Inácio, Curitiba",5350000,539.0,4.0,4.0,6.0,63
"Santo Inácio, Curitiba",1250000,202.0,3.0,2.0,3.0,63
"Jardim Social, Curitiba",4500000,508.0,3.0,,,44
